Kinase,Z,method,AvgZ
DAPK,0.88,710230602>0.15,0.34750000000000003
CK2,-0.69,710230602>0.15,-1.2325
GSK,-0.67,710230602>0.15,-1.47
IKK,-0.63,710230602>0.15,-1.0283333333333333
BARK2,0.59,710230602>0.15,0.3566666666666667
GRK,-0.59,710230602>0.15,-0.5258333333333334
MLK,0.52,710230602>0.15,0.17
MLCK,0.48,710230602>0.15,0.4291666666666667
NDR,0.48,710230602>0.15,0.3466666666666667
MELK,0.47,710230602>0.15,0.20916666666666667
VRK1,0.47,710230602>0.15,0.12666666666666662
COT,0.43,710230602>0.15,0.03999999999999998
PDHK,0.41,710230602>0.15,0.6183333333333333
STKR,-0.37,710230602>0.15,-0.5
CAMK2,0.3,710230602>0.15,-0.16833333333333336
CAMK1,0.27,710230602>0.15,0.4616666666666666
NEK,-0.19,710230602>0.15,-0.6866666666666666
QIK,-0.08,710230602>0.15,-0.6491666666666667
MSN,0.03,710230602>0.15,0.22749999999999998
FRAY,0.03,710230602>0.15,-0.0683333333333333
MARK,0.02,710230602>0.15,1.0183333333333333
HAL,-0.01,710230602>0.15,-0.27416666666666667
PKN,-0,710230602>0.15,0.9475
STE7,-4.54,710230602>0.2,-3.7725
AKT,3.47,710230602>0.2,2.9758333333333336
NMO,-3.23,710230602>0.2,-3.5308333333333333
PLK,-3.04,710230602>0.2,-3.14
PKA,2.77,710230602>0.2,3.0425
ERK,-2.64,710230602>0.2,-3.4416666666666664
DYRK,-2.51,710230602>0.2,-3.549166666666667
STE11,-2.34,710230602>0.2,-2.3375
CK1,-2.31,710230602>0.2,-1.72
RAD53,2.19,710230602>0.2,2.7816666666666667
PRKDC,-2.19,710230602>0.2,-1.9041666666666666
PHK,2.05,710230602>0.2,1.455
JNK,-1.94,710230602>0.2,-2.9850000000000003
P38,-1.88,710230602>0.2,-2.46
PKCH,1.86,710230602>0.2,1.3641666666666667
PDK1,-1.84,710230602>0.2,-2.151666666666667
MAPKAPK,1.84,710230602>0.2,1.84
CDK,-1.83,710230602>0.2,-2.0166666666666666
ATR,-1.74,710230602>0.2,-0.9333333333333333
RSK,1.7,710230602>0.2,2.3758333333333335
PEK,-1.64,710230602>0.2,-1.4733333333333334
SGK,1.63,710230602>0.2,1.4525
MST,-1.6,710230602>0.2,-1.6691666666666667
IRAK,-1.48,710230602>0.2,-1.2908333333333333
PAKB,1.44,710230602>0.2,1.1758333333333333
NAK,-1.39,710230602>0.2,-1.4675
TTK,-1.35,710230602>0.2,-1.4775
TLK,-1.35,710230602>0.2,-1.46
NUAK,-1.35,710230602>0.2,-1.4425000000000001
LKB,-1.34,710230602>0.2,-1.86
DAPK,1.25,710230602>0.2,0.34750000000000003
CHK1,-1.21,710230602>0.2,-0.4516666666666667
AUR,1.19,710230602>0.2,0.5325
PKCI,1.16,710230602>0.2,1.5516666666666667
PKCD,1.14,710230602>0.2,0.9825
WNK,1.08,710230602>0.2,1.0066666666666666
MOS,1.08,710230602>0.2,0.8258333333333333
KHS,1.07,710230602>0.2,1.0008333333333335
PASK,1.07,710230602>0.2,0.31083333333333335
PKD,1.06,710230602>0.2,1.4833333333333334
TAO,1.06,710230602>0.2,0.8116666666666666
DMPK,1.06,710230602>0.2,2.399166666666667
PAKA,1.04,710230602>0.2,2.4325
RAF,-0.99,710230602>0.2,-0.4741666666666667
CAMKK,-0.98,710230602>0.2,-1.0366666666666666
BRSK,-0.97,710230602>0.2,-1.0316666666666667
BUD32,-0.94,710230602>0.2,-1.0475
CLK,-0.93,710230602>0.2,-1.0425
ATM,-0.93,710230602>0.2,-1.1691666666666667
NIK,-0.93,710230602>0.2,-1.0291666666666666
SLK,-0.93,710230602>0.2,-1.0283333333333333
ULK,-0.93,710230602>0.2,-1.0483333333333333
PKG,0.91,710230602>0.2,2.1758333333333333
PIM,0.91,710230602>0.2,1.8316666666666666
RIPK,0.87,710230602>0.2,0.43499999999999994
GSK,-0.84,710230602>0.2,-1.47
MLK,0.81,710230602>0.2,0.17
IKK,-0.77,710230602>0.2,-1.0283333333333333
MTOR,-0.76,710230602>0.2,-1.44
BARK2,0.7,710230602>0.2,0.3566666666666667
VRK1,0.62,710230602>0.2,0.12666666666666662
COT,0.62,710230602>0.2,0.03999999999999998
PKCA,0.61,710230602>0.2,1.2766666666666666
MLCK,0.61,710230602>0.2,0.4291666666666667
NDR,0.59,710230602>0.2,0.3466666666666667
CK2,-0.57,710230602>0.2,-1.2325
MELK,0.43,710230602>0.2,0.20916666666666667
QIK,-0.42,710230602>0.2,-0.6491666666666667
GRK,-0.42,710230602>0.2,-0.5258333333333334
NEK,-0.36,710230602>0.2,-0.6866666666666666
STKR,-0.18,710230602>0.2,-0.5
FRAY,-0.15,710230602>0.2,-0.0683333333333333
MARK,0.14,710230602>0.2,1.0183333333333333
AMPK,-0.12,710230602>0.2,1.6991666666666667
MSN,0.1,710230602>0.2,0.22749999999999998
HAL,0.08,710230602>0.2,-0.27416666666666667
CAMK1,0.06,710230602>0.2,0.4616666666666666
PKN,0.05,710230602>0.2,0.9475
PDHK,-0.04,710230602>0.2,0.6183333333333333
CAMK2,-0,710230602>0.2,-0.16833333333333336
STE7,-3.24,710230602>0.3,-3.7725
AKT,2.73,710230602>0.3,2.9758333333333336
NMO,-2.6,710230602>0.3,-3.5308333333333333
STE11,-2.58,710230602>0.3,-2.3375
RAD53,2.31,710230602>0.3,2.7816666666666667
PKCH,2.22,710230602>0.3,1.3641666666666667
MAPKAPK,2.06,710230602>0.3,1.84
DAPK,1.77,710230602>0.3,0.34750000000000003
IKK,-1.7,710230602>0.3,-1.0283333333333333
PEK,-1.68,710230602>0.3,-1.4733333333333334
PRKDC,-1.55,710230602>0.3,-1.9041666666666666
PLK,-1.55,710230602>0.3,-3.14
CK2,-1.52,710230602>0.3,-1.2325
ERK,-1.46,710230602>0.3,-3.4416666666666664
CK1,-1.38,710230602>0.3,-1.72
MOS,1.32,710230602>0.3,0.8258333333333333
WNK,1.28,710230602>0.3,1.0066666666666666
KHS,1.26,710230602>0.3,1.0008333333333335
TAO,1.23,710230602>0.3,0.8116666666666666
DYRK,-1.17,710230602>0.3,-3.549166666666667
MTOR,-1.12,710230602>0.3,-1.44
NAK,-1.12,710230602>0.3,-1.4675
TTK,-1.11,710230602>0.3,-1.4775
ATR,-1.1,710230602>0.3,-0.9333333333333333
MLK,1.1,710230602>0.3,0.17
TLK,-1.1,710230602>0.3,-1.46
NUAK,-1.09,710230602>0.3,-1.4425000000000001
HAL,-1.08,710230602>0.3,-0.27416666666666667
NDR,1.07,710230602>0.3,0.3466666666666667
CHK1,-1.07,710230602>0.3,-0.4516666666666667
COT,1.06,710230602>0.3,0.03999999999999998
CDK,-1.04,710230602>0.3,-2.0166666666666666
MLCK,1.02,710230602>0.3,0.4291666666666667
VRK1,1.02,710230602>0.3,0.12666666666666662
SGK,0.99,710230602>0.3,1.4525
RAF,-0.98,710230602>0.3,-0.4741666666666667
PHK,0.97,710230602>0.3,1.455
AMPK,0.95,710230602>0.3,1.6991666666666667
P38,-0.89,710230602>0.3,-2.46
PKA,0.87,710230602>0.3,3.0425
SLK,-0.81,710230602>0.3,-1.0283333333333333
BUD32,-0.8,710230602>0.3,-1.0475
BRSK,-0.8,710230602>0.3,-1.0316666666666667
NIK,-0.79,710230602>0.3,-1.0291666666666666
CAMKK,-0.79,710230602>0.3,-1.0366666666666666
PASK,-0.79,710230602>0.3,0.31083333333333335
CLK,-0.76,710230602>0.3,-1.0425
ULK,-0.76,710230602>0.3,-1.0483333333333333
PKCI,-0.75,710230602>0.3,1.5516666666666667
LKB,-0.73,710230602>0.3,-1.86
FRAY,0.72,710230602>0.3,-0.0683333333333333
IRAK,-0.71,710230602>0.3,-1.2908333333333333
PKCD,0.67,710230602>0.3,0.9825
MST,-0.65,710230602>0.3,-1.6691666666666667
MARK,0.63,710230602>0.3,1.0183333333333333
RSK,0.6,710230602>0.3,2.3758333333333335
PDHK,0.57,710230602>0.3,0.6183333333333333
ATM,-0.56,710230602>0.3,-1.1691666666666667
PDK1,-0.56,710230602>0.3,-2.151666666666667
QIK,-0.56,710230602>0.3,-0.6491666666666667
AUR,0.52,710230602>0.3,0.5325
RIPK,-0.51,710230602>0.3,0.43499999999999994
MSN,0.51,710230602>0.3,0.22749999999999998
GSK,-0.45,710230602>0.3,-1.47
PIM,0.44,710230602>0.3,1.8316666666666666
PAKB,0.39,710230602>0.3,1.1758333333333333
PKG,-0.39,710230602>0.3,2.1758333333333333
JNK,-0.38,710230602>0.3,-2.9850000000000003
PKN,0.37,710230602>0.3,0.9475
GRK,-0.3,710230602>0.3,-0.5258333333333334
CAMK2,0.3,710230602>0.3,-0.16833333333333336
STKR,0.27,710230602>0.3,-0.5
PAKA,0.24,710230602>0.3,2.4325
MELK,0.23,710230602>0.3,0.20916666666666667
PKCA,-0.22,710230602>0.3,1.2766666666666666
BARK2,-0.16,710230602>0.3,0.3566666666666667
DMPK,0.09,710230602>0.3,2.399166666666667
PKD,-0.08,710230602>0.3,1.4833333333333334
CAMK1,0.07,710230602>0.3,0.4616666666666666
NEK,0.06,710230602>0.3,-0.6866666666666666
STE7,-2.67,710230602>0.4,-3.7725
NMO,-2.17,710230602>0.4,-3.5308333333333333
STE11,-2.11,710230602>0.4,-2.3375
PKCH,1.92,710230602>0.4,1.3641666666666667
CK2,-1.83,710230602>0.4,-1.2325
FRAY,1.69,710230602>0.4,-0.0683333333333333
WNK,1.58,710230602>0.4,1.0066666666666666
VRK1,1.56,710230602>0.4,0.12666666666666662
KHS,1.54,710230602>0.4,1.0008333333333335
MLCK,1.52,710230602>0.4,0.4291666666666667
IKK,-1.46,710230602>0.4,-1.0283333333333333
PEK,-1.29,710230602>0.4,-1.4733333333333334
ATM,-1.26,710230602>0.4,-1.1691666666666667
RIPK,-1.24,710230602>0.4,0.43499999999999994
CK1,-1.24,710230602>0.4,-1.72
PKG,-1.15,710230602>0.4,2.1758333333333333
PRKDC,-1.04,710230602>0.4,-1.9041666666666666
QIK,-1.03,710230602>0.4,-0.6491666666666667
RAD53,1.01,710230602>0.4,2.7816666666666667
PKD,-0.98,710230602>0.4,1.4833333333333334
MLK,0.98,710230602>0.4,0.17
AKT,0.97,710230602>0.4,2.9758333333333336
GRK,-0.95,710230602>0.4,-0.5258333333333334
PLK,-0.94,710230602>0.4,-3.14
TTK,-0.92,710230602>0.4,-1.4775
NUAK,-0.91,710230602>0.4,-1.4425000000000001
TLK,-0.91,710230602>0.4,-1.46
HAL,-0.9,710230602>0.4,-0.27416666666666667
PKA,-0.9,710230602>0.4,3.0425
NAK,-0.9,710230602>0.4,-1.4675
PKCD,0.83,710230602>0.4,0.9825
RSK,-0.82,710230602>0.4,2.3758333333333335
PKCI,-0.81,710230602>0.4,1.5516666666666667
PKN,0.72,710230602>0.4,0.9475
PAKB,0.69,710230602>0.4,1.1758333333333333
BUD32,-0.68,710230602>0.4,-1.0475
TAO,-0.66,710230602>0.4,0.8116666666666666
SLK,-0.65,710230602>0.4,-1.0283333333333333
CAMKK,-0.64,710230602>0.4,-1.0366666666666666
PDK1,0.64,710230602>0.4,-2.151666666666667
PKCA,-0.64,710230602>0.4,1.2766666666666666
MAPKAPK,0.64,710230602>0.4,1.84
PASK,-0.64,710230602>0.4,0.31083333333333335
DYRK,-0.63,710230602>0.4,-3.549166666666667
BRSK,-0.63,710230602>0.4,-1.0316666666666667
MOS,-0.63,710230602>0.4,0.8258333333333333
CLK,-0.63,710230602>0.4,-1.0425
ULK,-0.61,710230602>0.4,-1.0483333333333333
NEK,-0.59,710230602>0.4,-0.6866666666666666
NIK,-0.59,710230602>0.4,-1.0291666666666666
MTOR,-0.58,710230602>0.4,-1.44
AUR,0.57,710230602>0.4,0.5325
CAMK1,-0.56,710230602>0.4,0.4616666666666666
GSK,-0.55,710230602>0.4,-1.47
NDR,0.55,710230602>0.4,0.3466666666666667
CHK1,-0.53,710230602>0.4,-0.4516666666666667
ATR,-0.53,710230602>0.4,-0.9333333333333333
CAMK2,-0.51,710230602>0.4,-0.16833333333333336
COT,0.51,710230602>0.4,0.03999999999999998
RAF,-0.47,710230602>0.4,-0.4741666666666667
PHK,-0.47,710230602>0.4,1.455
JNK,0.46,710230602>0.4,-2.9850000000000003
PDHK,0.39,710230602>0.4,0.6183333333333333
MST,0.36,710230602>0.4,-1.6691666666666667
MARK,0.23,710230602>0.4,1.0183333333333333
SGK,0.21,710230602>0.4,1.4525
LKB,-0.17,710230602>0.4,-1.86
MSN,-0.17,710230602>0.4,0.22749999999999998
BARK2,0.16,710230602>0.4,0.3566666666666667
PAKA,0.15,710230602>0.4,2.4325
PIM,0.14,710230602>0.4,1.8316666666666666
MELK,-0.08,710230602>0.4,0.20916666666666667
ERK,-0.07,710230602>0.4,-3.4416666666666664
P38,-0.07,710230602>0.4,-2.46
CDK,-0.05,710230602>0.4,-2.0166666666666666
DMPK,0.04,710230602>0.4,2.399166666666667
IRAK,-0.03,710230602>0.4,-1.2908333333333333
AMPK,0.02,710230602>0.4,1.6991666666666667
STKR,-0,710230602>0.4,-0.5
DAPK,0,710230602>0.4,0.34750000000000003
DYRK,-4.78,710230603>0.15,-3.549166666666667
ERK,-4.72,710230603>0.15,-3.4416666666666664
JNK,-4.33,710230603>0.15,-2.9850000000000003
PKA,4.1,710230603>0.15,3.0425
NMO,-3.96,710230603>0.15,-3.5308333333333333
STE7,-3.84,710230603>0.15,-3.7725
PLK,-3.66,710230603>0.15,-3.14
PAKA,3.58,710230603>0.15,2.4325
PKG,3.53,710230603>0.15,2.1758333333333333
RSK,3.38,710230603>0.15,2.3758333333333335
RAD53,3.36,710230603>0.15,2.7816666666666667
P38,-3.29,710230603>0.15,-2.46
DMPK,3.25,710230603>0.15,2.399166666666667
AKT,3.19,710230603>0.15,2.9758333333333336
PDK1,-2.91,710230603>0.15,-2.151666666666667
PIM,2.59,710230603>0.15,1.8316666666666666
CDK,-2.58,710230603>0.15,-2.0166666666666666
PKD,2.5,710230603>0.15,1.4833333333333334
STE11,-2.41,710230603>0.15,-2.3375
AMPK,2.4,710230603>0.15,1.6991666666666667
MST,-2.38,710230603>0.15,-1.6691666666666667
PKCI,2.33,710230603>0.15,1.5516666666666667
GSK,-2.27,710230603>0.15,-1.47
LKB,-2.07,710230603>0.15,-1.86
PKCA,2.05,710230603>0.15,1.2766666666666666
CK1,-1.95,710230603>0.15,-1.72
MAPKAPK,1.84,710230603>0.15,1.84
MTOR,-1.82,710230603>0.15,-1.44
PHK,1.78,710230603>0.15,1.455
PRKDC,-1.69,710230603>0.15,-1.9041666666666666
TTK,-1.65,710230603>0.15,-1.4775
NAK,-1.61,710230603>0.15,-1.4675
NUAK,-1.59,710230603>0.15,-1.4425000000000001
TLK,-1.58,710230603>0.15,-1.46
PKCD,1.54,710230603>0.15,0.9825
PEK,-1.51,710230603>0.15,-1.4733333333333334
SGK,1.42,710230603>0.15,1.4525
ATM,-1.36,710230603>0.15,-1.1691666666666667
MARK,1.35,710230603>0.15,1.0183333333333333
PKN,1.26,710230603>0.15,0.9475
PAKB,1.23,710230603>0.15,1.1758333333333333
ULK,-1.17,710230603>0.15,-1.0483333333333333
BRSK,-1.15,710230603>0.15,-1.0316666666666667
BUD32,-1.15,710230603>0.15,-1.0475
CLK,-1.15,710230603>0.15,-1.0425
NIK,-1.15,710230603>0.15,-1.0291666666666666
CK2,-1.15,710230603>0.15,-1.2325
CAMKK,-1.14,710230603>0.15,-1.0366666666666666
SLK,-1.13,710230603>0.15,-1.0283333333333333
IRAK,-1.09,710230603>0.15,-1.2908333333333333
PKCH,1.06,710230603>0.15,1.3641666666666667
NDR,1.06,710230603>0.15,0.3466666666666667
CAMK1,0.98,710230603>0.15,0.4616666666666666
WNK,0.9,710230603>0.15,1.0066666666666666
MOS,0.88,710230603>0.15,0.8258333333333333
NEK,-0.86,710230603>0.15,-0.6866666666666666
KHS,0.85,710230603>0.15,1.0008333333333335
PASK,0.84,710230603>0.15,0.31083333333333335
TAO,0.83,710230603>0.15,0.8116666666666666
VRK1,-0.79,710230603>0.15,0.12666666666666662
STKR,-0.77,710230603>0.15,-0.5
COT,-0.77,710230603>0.15,0.03999999999999998
ATR,-0.76,710230603>0.15,-0.9333333333333333
IKK,-0.63,710230603>0.15,-1.0283333333333333
PDHK,0.62,710230603>0.15,0.6183333333333333
RIPK,0.55,710230603>0.15,0.43499999999999994
AUR,0.51,710230603>0.15,0.5325
GRK,-0.5,710230603>0.15,-0.5258333333333334
MELK,0.45,710230603>0.15,0.20916666666666667
QIK,-0.39,710230603>0.15,-0.6491666666666667
MLK,0.34,710230603>0.15,0.17
BARK2,0.3,710230603>0.15,0.3566666666666667
RAF,-0.3,710230603>0.15,-0.4741666666666667
MSN,-0.27,710230603>0.15,0.22749999999999998
DAPK,0.19,710230603>0.15,0.34750000000000003
CHK1,-0.18,710230603>0.15,-0.4516666666666667
MLCK,0.18,710230603>0.15,0.4291666666666667
CAMK2,0.18,710230603>0.15,-0.16833333333333336
HAL,-0.17,710230603>0.15,-0.27416666666666667
FRAY,-0.16,710230603>0.15,-0.0683333333333333
DYRK,-4.48,710230603>0.2,-3.549166666666667
ERK,-4.32,710230603>0.2,-3.4416666666666664
JNK,-4.18,710230603>0.2,-2.9850000000000003
PKA,4.05,710230603>0.2,3.0425
NMO,-3.87,710230603>0.2,-3.5308333333333333
PAKA,3.85,710230603>0.2,2.4325
DMPK,3.69,710230603>0.2,2.399166666666667
STE7,-3.56,710230603>0.2,-3.7725
RAD53,3.44,710230603>0.2,2.7816666666666667
PLK,-3.44,710230603>0.2,-3.14
RSK,3.39,710230603>0.2,2.3758333333333335
PKG,3.34,710230603>0.2,2.1758333333333333
AKT,3.32,710230603>0.2,2.9758333333333336
PDK1,-3.09,710230603>0.2,-2.151666666666667
P38,-3.07,710230603>0.2,-2.46
PKD,2.63,710230603>0.2,1.4833333333333334
PIM,2.56,710230603>0.2,1.8316666666666666
AMPK,2.54,710230603>0.2,1.6991666666666667
PKCI,2.48,710230603>0.2,1.5516666666666667
STE11,-2.27,710230603>0.2,-2.3375
GSK,-2.24,710230603>0.2,-1.47
MST,-2.1,710230603>0.2,-1.6691666666666667
CDK,-1.98,710230603>0.2,-2.0166666666666666
LKB,-1.98,710230603>0.2,-1.86
PKCA,1.98,710230603>0.2,1.2766666666666666
PHK,1.9,710230603>0.2,1.455
CK1,-1.77,710230603>0.2,-1.72
MAPKAPK,1.73,710230603>0.2,1.84
MTOR,-1.71,710230603>0.2,-1.44
PKCD,1.66,710230603>0.2,0.9825
NUAK,-1.61,710230603>0.2,-1.4425000000000001
SGK,1.58,710230603>0.2,1.4525
NAK,-1.58,710230603>0.2,-1.4675
TTK,-1.58,710230603>0.2,-1.4775
PRKDC,-1.57,710230603>0.2,-1.9041666666666666
TLK,-1.56,710230603>0.2,-1.46
MARK,1.43,710230603>0.2,1.0183333333333333
PEK,-1.36,710230603>0.2,-1.4733333333333334
PKN,1.27,710230603>0.2,0.9475
PAKB,1.27,710230603>0.2,1.1758333333333333
ATM,-1.25,710230603>0.2,-1.1691666666666667
ULK,-1.12,710230603>0.2,-1.0483333333333333
BRSK,-1.12,710230603>0.2,-1.0316666666666667
CLK,-1.11,710230603>0.2,-1.0425
CAMK1,1.11,710230603>0.2,0.4616666666666666
SLK,-1.11,710230603>0.2,-1.0283333333333333
NIK,-1.1,710230603>0.2,-1.0291666666666666
NDR,1.1,710230603>0.2,0.3466666666666667
CAMKK,-1.08,710230603>0.2,-1.0366666666666666
BUD32,-1.08,710230603>0.2,-1.0475
CK2,-1.06,710230603>0.2,-1.2325
IRAK,-0.99,710230603>0.2,-1.2908333333333333
WNK,0.91,710230603>0.2,1.0066666666666666
KHS,0.9,710230603>0.2,1.0008333333333335
MOS,0.9,710230603>0.2,0.8258333333333333
PASK,0.88,710230603>0.2,0.31083333333333335
TAO,0.87,710230603>0.2,0.8116666666666666
NEK,-0.74,710230603>0.2,-0.6866666666666666
VRK1,-0.73,710230603>0.2,0.12666666666666662
ATR,-0.71,710230603>0.2,-0.9333333333333333
STKR,-0.7,710230603>0.2,-0.5
COT,-0.66,710230603>0.2,0.03999999999999998
PKCH,0.62,710230603>0.2,1.3641666666666667
PDHK,0.6,710230603>0.2,0.6183333333333333
MELK,0.59,710230603>0.2,0.20916666666666667
AUR,0.58,710230603>0.2,0.5325
FRAY,-0.51,710230603>0.2,-0.0683333333333333
QIK,-0.43,710230603>0.2,-0.6491666666666667
GRK,-0.38,710230603>0.2,-0.5258333333333334
BARK2,0.37,710230603>0.2,0.3566666666666667
RIPK,0.35,710230603>0.2,0.43499999999999994
IKK,-0.35,710230603>0.2,-1.0283333333333333
DAPK,0.34,710230603>0.2,0.34750000000000003
CAMK2,-0.21,710230603>0.2,-0.16833333333333336
MSN,-0.2,710230603>0.2,0.22749999999999998
MLCK,0.19,710230603>0.2,0.4291666666666667
RAF,-0.13,710230603>0.2,-0.4741666666666667
HAL,-0.12,710230603>0.2,-0.27416666666666667
CHK1,-0.08,710230603>0.2,-0.4516666666666667
MLK,0.04,710230603>0.2,0.17
STE7,-3.84,710230603>0.3,-3.7725
DYRK,-3.72,710230603>0.3,-3.549166666666667
RAD53,3.67,710230603>0.3,2.7816666666666667
PKA,3.5,710230603>0.3,3.0425
NMO,-3.48,710230603>0.3,-3.5308333333333333
ERK,-3.46,710230603>0.3,-3.4416666666666664
PKG,3.46,710230603>0.3,2.1758333333333333
JNK,-3.46,710230603>0.3,-2.9850000000000003
PAKA,3.25,710230603>0.3,2.4325
DMPK,3.18,710230603>0.3,2.399166666666667
PLK,-3.05,710230603>0.3,-3.14
PIM,2.95,710230603>0.3,1.8316666666666666
RSK,2.91,710230603>0.3,2.3758333333333335
AKT,2.83,710230603>0.3,2.9758333333333336
AMPK,2.5,710230603>0.3,1.6991666666666667
PDK1,-2.43,710230603>0.3,-2.151666666666667
P38,-2.3,710230603>0.3,-2.46
LKB,-2.27,710230603>0.3,-1.86
MTOR,-2.17,710230603>0.3,-1.44
PKD,2.16,710230603>0.3,1.4833333333333334
MST,-2.12,710230603>0.3,-1.6691666666666667
PKCI,2.04,710230603>0.3,1.5516666666666667
STE11,-2,710230603>0.3,-2.3375
CDK,-1.9,710230603>0.3,-2.0166666666666666
PRKDC,-1.89,710230603>0.3,-1.9041666666666666
IRAK,-1.77,710230603>0.3,-1.2908333333333333
GSK,-1.77,710230603>0.3,-1.47
MAPKAPK,1.77,710230603>0.3,1.84
PEK,-1.69,710230603>0.3,-1.4733333333333334
MARK,1.65,710230603>0.3,1.0183333333333333
SGK,1.61,710230603>0.3,1.4525
PKCA,1.49,710230603>0.3,1.2766666666666666
NAK,-1.48,710230603>0.3,-1.4675
TTK,-1.46,710230603>0.3,-1.4775
TLK,-1.43,710230603>0.3,-1.46
NUAK,-1.42,710230603>0.3,-1.4425000000000001
PKN,1.4,710230603>0.3,0.9475
PAKB,1.38,710230603>0.3,1.1758333333333333
PHK,1.27,710230603>0.3,1.455
QIK,-1.17,710230603>0.3,-0.6491666666666667
CK1,-1.12,710230603>0.3,-1.72
SLK,-1.06,710230603>0.3,-1.0283333333333333
ATM,-1.04,710230603>0.3,-1.1691666666666667
PASK,-1.04,710230603>0.3,0.31083333333333335
CLK,-1.03,710230603>0.3,-1.0425
BRSK,-1.03,710230603>0.3,-1.0316666666666667
NIK,-1.02,710230603>0.3,-1.0291666666666666
CAMKK,-1.02,710230603>0.3,-1.0366666666666666
BUD32,-1.02,710230603>0.3,-1.0475
ULK,-1.01,710230603>0.3,-1.0483333333333333
WNK,1,710230603>0.3,1.0066666666666666
MOS,0.99,710230603>0.3,0.8258333333333333
KHS,0.99,710230603>0.3,1.0008333333333335
TAO,0.97,710230603>0.3,0.8116666666666666
PKCH,0.95,710230603>0.3,1.3641666666666667
IKK,-0.88,710230603>0.3,-1.0283333333333333
NEK,-0.83,710230603>0.3,-0.6866666666666666
PDHK,0.79,710230603>0.3,0.6183333333333333
CK2,-0.78,710230603>0.3,-1.2325
MLK,-0.62,710230603>0.3,0.17
FRAY,-0.57,710230603>0.3,-0.0683333333333333
CAMK1,0.56,710230603>0.3,0.4616666666666666
BARK2,0.56,710230603>0.3,0.3566666666666667
COT,-0.52,710230603>0.3,0.03999999999999998
VRK1,-0.48,710230603>0.3,0.12666666666666662
NDR,-0.48,710230603>0.3,0.3466666666666667
MLCK,0.44,710230603>0.3,0.4291666666666667
STKR,-0.41,710230603>0.3,-0.5
CAMK2,-0.38,710230603>0.3,-0.16833333333333336
ATR,-0.36,710230603>0.3,-0.9333333333333333
AUR,-0.35,710230603>0.3,0.5325
RAF,0.34,710230603>0.3,-0.4741666666666667
PKCD,0.21,710230603>0.3,0.9825
CHK1,0.21,710230603>0.3,-0.4516666666666667
MELK,-0.14,710230603>0.3,0.20916666666666667
RIPK,-0.12,710230603>0.3,0.43499999999999994
