Kinase,Z,method,AvgZ
CAMKK,-0.85,710230602>0.2,-0.795
MLCK,0.79,710230602>0.2,-0.15666666666666665
PDHK,0.78,710230602>0.2,0.49
DAPK,0.78,710230602>0.2,0.3441666666666667
AUR,0.76,710230602>0.2,0.8883333333333333
VRK1,0.75,710230602>0.2,0.08333333333333337
MSN,-0.74,710230602>0.2,0.1725
PRKDC,-0.71,710230602>0.2,-0.8866666666666667
CK1,-0.67,710230602>0.2,-0.785
PKCH,0.57,710230602>0.2,0.8608333333333333
PKD,0.52,710230602>0.2,1.41
CAMK1,0.43,710230602>0.2,0.62
CHK1,-0.39,710230602>0.2,0.05916666666666669
CAMK2,0.36,710230602>0.2,-0.47333333333333333
FRAY,-0.34,710230602>0.2,-0.3425
BARK2,-0.33,710230602>0.2,-0.09416666666666662
SGK,0.33,710230602>0.2,1.0708333333333333
MELK,0.33,710230602>0.2,0.3358333333333334
AMPK,0.26,710230602>0.2,2.0633333333333335
AKT,0.23,710230602>0.2,1.5025
PAKB,0.16,710230602>0.2,0.7183333333333334
HAL,0.15,710230602>0.2,0.22416666666666665
MLK,0.11,710230602>0.2,-0.03166666666666666
GRK,-0.09,710230602>0.2,-0.31166666666666665
NEK,-0.06,710230602>0.2,-0.4308333333333333
STKR,-0.04,710230602>0.2,-0.5416666666666667
PHK,0.02,710230602>0.2,1.01
IRAK,-0.01,710230602>0.2,-1.19
JNK,-3.24,710230602>0.3,-2.9683333333333333
DYRK,-2.82,710230602>0.3,-3.3225
PAKA,2.61,710230602>0.3,2.4983333333333335
NMO,-2.43,710230602>0.3,-2.720833333333333
PKG,2.39,710230602>0.3,2.416666666666667
PKCA,2.34,710230602>0.3,1.8033333333333332
PKA,2.31,710230602>0.3,2.8016666666666667
P38,-2.28,710230602>0.3,-2.2133333333333334
ERK,-2.27,710230602>0.3,-3.0258333333333334
PKCI,2.23,710230602>0.3,1.675
PIM,2.11,710230602>0.3,2.0225
PKN,1.97,710230602>0.3,1.355
CDK,-1.93,710230602>0.3,-1.4483333333333335
PLK,-1.91,710230602>0.3,-1.9749999999999999
MAPKAPK,1.88,710230602>0.3,1.7841666666666667
IKK,-1.78,710230602>0.3,-0.8675
DMPK,1.78,710230602>0.3,2.56
STE7,-1.75,710230602>0.3,-2.0541666666666667
RAD53,1.72,710230602>0.3,2.4116666666666666
RSK,1.72,710230602>0.3,2.1691666666666665
PDK1,-1.6,710230602>0.3,-2.17
STE11,-1.57,710230602>0.3,-1.6941666666666666
COT,-1.53,710230602>0.3,-0.5508333333333333
MST,-1.48,710230602>0.3,-1.1841666666666666
RIPK,1.44,710230602>0.3,1.0216666666666667
TAO,1.44,710230602>0.3,0.6391666666666667
PEK,-1.43,710230602>0.3,-1.0283333333333333
GSK,-1.42,710230602>0.3,-1.5658333333333334
PASK,1.42,710230602>0.3,0.3958333333333333
ATM,-1.4,710230602>0.3,-1.1683333333333334
NDR,1.37,710230602>0.3,0.9008333333333334
AKT,-1.24,710230602>0.3,1.5025
CK2,-1.24,710230602>0.3,-1.1241666666666668
CAMK1,1.12,710230602>0.3,0.62
PKD,1.12,710230602>0.3,1.41
PKCD,1.07,710230602>0.3,1.045
AMPK,1.05,710230602>0.3,2.0633333333333335
PKCH,1.04,710230602>0.3,0.8608333333333333
TTK,-1.04,710230602>0.3,-1.1308333333333334
NAK,-1.02,710230602>0.3,-1.13
PDHK,0.99,710230602>0.3,0.49
NUAK,-0.99,710230602>0.3,-1.1283333333333334
CK1,-0.97,710230602>0.3,-0.785
TLK,-0.97,710230602>0.3,-1.1275
AUR,0.94,710230602>0.3,0.8883333333333333
MARK,0.92,710230602>0.3,1.4791666666666667
MELK,0.85,710230602>0.3,0.3358333333333334
QIK,-0.78,710230602>0.3,-0.6466666666666666
SGK,0.72,710230602>0.3,1.0708333333333333
CLK,-0.72,710230602>0.3,-0.7975
NIK,-0.71,710230602>0.3,-0.8108333333333333
WNK,-0.7,710230602>0.3,0.25999999999999995
BUD32,-0.7,710230602>0.3,-0.7908333333333334
CAMKK,-0.7,710230602>0.3,-0.795
KHS,-0.69,710230602>0.3,0.5591666666666667
SLK,-0.69,710230602>0.3,-0.7958333333333334
BRSK,-0.69,710230602>0.3,-0.7916666666666666
ULK,-0.69,710230602>0.3,-0.7933333333333333
GRK,0.67,710230602>0.3,-0.31166666666666665
MOS,-0.66,710230602>0.3,0.7474999999999999
MTOR,-0.58,710230602>0.3,-1.3183333333333334
PAKB,0.55,710230602>0.3,0.7183333333333334
HAL,0.55,710230602>0.3,0.22416666666666665
NEK,-0.43,710230602>0.3,-0.4308333333333333
LKB,-0.41,710230602>0.3,-1.585
VRK1,0.38,710230602>0.3,0.08333333333333337
RAF,-0.37,710230602>0.3,-0.015833333333333366
MSN,-0.34,710230602>0.3,0.1725
MLCK,0.34,710230602>0.3,-0.15666666666666665
IRAK,-0.32,710230602>0.3,-1.19
CAMK2,-0.31,710230602>0.3,-0.47333333333333333
FRAY,-0.24,710230602>0.3,-0.3425
STKR,-0.24,710230602>0.3,-0.5416666666666667
CHK1,-0.21,710230602>0.3,0.05916666666666669
ATR,-0.15,710230602>0.3,-0.15333333333333332
DAPK,0.13,710230602>0.3,0.3441666666666667
PHK,0.11,710230602>0.3,1.01
BARK2,0.06,710230602>0.3,-0.09416666666666662
PRKDC,0.06,710230602>0.3,-0.8866666666666667
MLK,0.03,710230602>0.3,-0.03166666666666666
PAKA,2.57,710230602>0.4,2.4983333333333335
PKN,2.56,710230602>0.4,1.355
JNK,-2.46,710230602>0.4,-2.9683333333333333
AMPK,2.35,710230602>0.4,2.0633333333333335
DMPK,2.11,710230602>0.4,2.56
PKCA,2.03,710230602>0.4,1.8033333333333332
PKCI,1.86,710230602>0.4,1.675
NMO,-1.86,710230602>0.4,-2.720833333333333
TAO,1.86,710230602>0.4,0.6391666666666667
PKD,1.83,710230602>0.4,1.41
DYRK,-1.78,710230602>0.4,-3.3225
PKG,1.77,710230602>0.4,2.416666666666667
PKA,1.73,710230602>0.4,2.8016666666666667
GRK,1.63,710230602>0.4,-0.31166666666666665
MARK,1.59,710230602>0.4,1.4791666666666667
PIM,1.59,710230602>0.4,2.0225
PKCH,1.5,710230602>0.4,0.8608333333333333
AKT,-1.38,710230602>0.4,1.5025
QIK,-1.26,710230602>0.4,-0.6466666666666666
COT,-1.23,710230602>0.4,-0.5508333333333333
MAPKAPK,1.17,710230602>0.4,1.7841666666666667
P38,-1.16,710230602>0.4,-2.2133333333333334
SGK,1.09,710230602>0.4,1.0708333333333333
ATM,-1.04,710230602>0.4,-1.1683333333333334
RIPK,1.03,710230602>0.4,1.0216666666666667
PLK,-1,710230602>0.4,-1.9749999999999999
BARK2,-0.97,710230602>0.4,-0.09416666666666662
HAL,0.97,710230602>0.4,0.22416666666666665
MLCK,0.96,710230602>0.4,-0.15666666666666665
NDR,0.96,710230602>0.4,0.9008333333333334
STE11,-0.95,710230602>0.4,-1.6941666666666666
PAKB,0.95,710230602>0.4,0.7183333333333334
PDK1,-0.93,710230602>0.4,-2.17
MST,-0.91,710230602>0.4,-1.1841666666666666
VRK1,0.91,710230602>0.4,0.08333333333333337
IKK,-0.89,710230602>0.4,-0.8675
RSK,0.85,710230602>0.4,2.1691666666666665
MELK,0.81,710230602>0.4,0.3358333333333334
NUAK,-0.77,710230602>0.4,-1.1283333333333334
NAK,-0.77,710230602>0.4,-1.13
PDHK,0.77,710230602>0.4,0.49
TLK,-0.76,710230602>0.4,-1.1275
TTK,-0.74,710230602>0.4,-1.1308333333333334
CDK,-0.74,710230602>0.4,-1.4483333333333335
CK2,-0.7,710230602>0.4,-1.1241666666666668
CHK1,-0.69,710230602>0.4,0.05916666666666669
RAD53,0.68,710230602>0.4,2.4116666666666666
STE7,-0.67,710230602>0.4,-2.0541666666666667
MLK,-0.64,710230602>0.4,-0.03166666666666666
ERK,-0.56,710230602>0.4,-3.0258333333333334
KHS,-0.56,710230602>0.4,0.5591666666666667
PRKDC,-0.55,710230602>0.4,-0.8866666666666667
BRSK,-0.55,710230602>0.4,-0.7916666666666666
WNK,-0.55,710230602>0.4,0.25999999999999995
CLK,-0.55,710230602>0.4,-0.7975
NIK,-0.54,710230602>0.4,-0.8108333333333333
MOS,-0.54,710230602>0.4,0.7474999999999999
SLK,-0.54,710230602>0.4,-0.7958333333333334
CAMK2,-0.53,710230602>0.4,-0.47333333333333333
CAMKK,-0.53,710230602>0.4,-0.795
PASK,-0.52,710230602>0.4,0.3958333333333333
BUD32,-0.52,710230602>0.4,-0.7908333333333334
ULK,-0.51,710230602>0.4,-0.7933333333333333
PHK,-0.47,710230602>0.4,1.01
PEK,-0.45,710230602>0.4,-1.0283333333333333
GSK,-0.43,710230602>0.4,-1.5658333333333334
NEK,-0.42,710230602>0.4,-0.4308333333333333
STKR,0.4,710230602>0.4,-0.5416666666666667
LKB,-0.39,710230602>0.4,-1.585
MTOR,-0.38,710230602>0.4,-1.3183333333333334
AUR,-0.37,710230602>0.4,0.8883333333333333
CK1,0.32,710230602>0.4,-0.785
FRAY,-0.32,710230602>0.4,-0.3425
DAPK,0.31,710230602>0.4,0.3441666666666667
RAF,-0.26,710230602>0.4,-0.015833333333333366
IRAK,-0.14,710230602>0.4,-1.19
CAMK1,0.13,710230602>0.4,0.62
MSN,0.1,710230602>0.4,0.1725
PKCD,0.06,710230602>0.4,1.045
ATR,0.04,710230602>0.4,-0.15333333333333332
DYRK,-3.94,710230603>0.15,-3.3225
RAD53,3.15,710230603>0.15,2.4116666666666666
DMPK,3.13,710230603>0.15,2.56
NMO,-3.08,710230603>0.15,-2.720833333333333
PIM,2.98,710230603>0.15,2.0225
ERK,-2.98,710230603>0.15,-3.0258333333333334
STE7,-2.96,710230603>0.15,-2.0541666666666667
AKT,2.93,710230603>0.15,1.5025
RSK,2.91,710230603>0.15,2.1691666666666665
AMPK,2.69,710230603>0.15,2.0633333333333335
JNK,-2.67,710230603>0.15,-2.9683333333333333
PDK1,-2.61,710230603>0.15,-2.17
PLK,-2.55,710230603>0.15,-1.9749999999999999
CDK,-2.37,710230603>0.15,-1.4483333333333335
PKA,2.28,710230603>0.15,2.8016666666666667
PKG,2.17,710230603>0.15,2.416666666666667
PKCH,2.05,710230603>0.15,0.8608333333333333
PAKA,2.01,710230603>0.15,2.4983333333333335
P38,-2.01,710230603>0.15,-2.2133333333333334
MTOR,-2,710230603>0.15,-1.3183333333333334
PKCA,1.98,710230603>0.15,1.8033333333333332
LKB,-1.94,710230603>0.15,-1.585
MARK,1.89,710230603>0.15,1.4791666666666667
PKCI,1.87,710230603>0.15,1.675
STE11,-1.74,710230603>0.15,-1.6941666666666666
PKD,1.68,710230603>0.15,1.41
PAKB,1.54,710230603>0.15,0.7183333333333334
PKN,1.5,710230603>0.15,1.355
MST,-1.48,710230603>0.15,-1.1841666666666666
PRKDC,-1.48,710230603>0.15,-0.8866666666666667
GRK,-1.47,710230603>0.15,-0.31166666666666665
NUAK,-1.35,710230603>0.15,-1.1283333333333334
SGK,1.35,710230603>0.15,1.0708333333333333
IRAK,-1.34,710230603>0.15,-1.19
TLK,-1.32,710230603>0.15,-1.1275
MAPKAPK,1.3,710230603>0.15,1.7841666666666667
TTK,-1.29,710230603>0.15,-1.1308333333333334
NAK,-1.28,710230603>0.15,-1.13
GSK,-1.19,710230603>0.15,-1.5658333333333334
CK2,-1.19,710230603>0.15,-1.1241666666666668
PEK,-1.13,710230603>0.15,-1.0283333333333333
MOS,1.12,710230603>0.15,0.7474999999999999
KHS,1.12,710230603>0.15,0.5591666666666667
WNK,1.09,710230603>0.15,0.25999999999999995
PHK,1.07,710230603>0.15,1.01
TAO,1.07,710230603>0.15,0.6391666666666667
SLK,-0.93,710230603>0.15,-0.7958333333333334
ULK,-0.93,710230603>0.15,-0.7933333333333333
PASK,-0.92,710230603>0.15,0.3958333333333333
NIK,-0.91,710230603>0.15,-0.8108333333333333
CLK,-0.91,710230603>0.15,-0.7975
CAMKK,-0.9,710230603>0.15,-0.795
CAMK2,-0.9,710230603>0.15,-0.47333333333333333
BRSK,-0.89,710230603>0.15,-0.7916666666666666
BUD32,-0.87,710230603>0.15,-0.7908333333333334
ATM,-0.81,710230603>0.15,-1.1683333333333334
IKK,-0.78,710230603>0.15,-0.8675
QIK,-0.75,710230603>0.15,-0.6466666666666666
NDR,0.69,710230603>0.15,0.9008333333333334
VRK1,0.69,710230603>0.15,0.08333333333333337
RIPK,0.67,710230603>0.15,1.0216666666666667
CAMK1,0.66,710230603>0.15,0.62
PKCD,0.59,710230603>0.15,1.045
FRAY,-0.54,710230603>0.15,-0.3425
MELK,0.52,710230603>0.15,0.3358333333333334
RAF,0.48,710230603>0.15,-0.015833333333333366
BARK2,-0.45,710230603>0.15,-0.09416666666666662
MLK,0.43,710230603>0.15,-0.03166666666666666
COT,-0.25,710230603>0.15,-0.5508333333333333
MLCK,-0.24,710230603>0.15,-0.15666666666666665
CK1,-0.22,710230603>0.15,-0.785
NEK,0.21,710230603>0.15,-0.4308333333333333
MSN,0.17,710230603>0.15,0.1725
HAL,0.13,710230603>0.15,0.22416666666666665
STKR,-0.11,710230603>0.15,-0.5416666666666667
ATR,0.09,710230603>0.15,-0.15333333333333332
CHK1,0.06,710230603>0.15,0.05916666666666669
PDHK,-0.05,710230603>0.15,0.49
DAPK,0.05,710230603>0.15,0.3441666666666667
AUR,0.01,710230603>0.15,0.8883333333333333
DYRK,-3.57,710230603>0.2,-3.3225
DMPK,3.07,710230603>0.2,2.56
AMPK,2.97,710230603>0.2,2.0633333333333335
NMO,-2.74,710230603>0.2,-2.720833333333333
RAD53,2.73,710230603>0.2,2.4116666666666666
AKT,2.65,710230603>0.2,1.5025
RSK,2.38,710230603>0.2,2.1691666666666665
PIM,2.3,710230603>0.2,2.0225
ERK,-2.27,710230603>0.2,-3.0258333333333334
JNK,-2.25,710230603>0.2,-2.9683333333333333
MARK,2.24,710230603>0.2,1.4791666666666667
PDK1,-2.05,710230603>0.2,-2.17
PAKA,1.96,710230603>0.2,2.4983333333333335
PLK,-1.92,710230603>0.2,-1.9749999999999999
STE7,-1.86,710230603>0.2,-2.0541666666666667
PKA,1.8,710230603>0.2,2.8016666666666667
PKG,1.76,710230603>0.2,2.416666666666667
PAKB,1.74,710230603>0.2,0.7183333333333334
PKN,1.72,710230603>0.2,1.355
PKCI,1.64,710230603>0.2,1.675
MAPKAPK,1.63,710230603>0.2,1.7841666666666667
GSK,-1.62,710230603>0.2,-1.5658333333333334
CK2,-1.61,710230603>0.2,-1.1241666666666668
SGK,1.61,710230603>0.2,1.0708333333333333
ATM,-1.57,710230603>0.2,-1.1683333333333334
LKB,-1.52,710230603>0.2,-1.585
PKCA,1.46,710230603>0.2,1.8033333333333332
IRAK,-1.44,710230603>0.2,-1.19
BARK2,-1.43,710230603>0.2,-0.09416666666666662
PKD,1.42,710230603>0.2,1.41
MTOR,-1.35,710230603>0.2,-1.3183333333333334
STE11,-1.33,710230603>0.2,-1.6941666666666666
P38,-1.31,710230603>0.2,-2.2133333333333334
MOS,1.27,710230603>0.2,0.7474999999999999
TAO,1.26,710230603>0.2,0.6391666666666667
WNK,1.22,710230603>0.2,0.25999999999999995
KHS,1.21,710230603>0.2,0.5591666666666667
TTK,-1.2,710230603>0.2,-1.1308333333333334
RAF,1.18,710230603>0.2,-0.015833333333333366
NAK,-1.17,710230603>0.2,-1.13
TLK,-1.17,710230603>0.2,-1.1275
NUAK,-1.11,710230603>0.2,-1.1283333333333334
GRK,-1.08,710230603>0.2,-0.31166666666666665
PRKDC,-1.07,710230603>0.2,-0.8866666666666667
CDK,-1.06,710230603>0.2,-1.4483333333333335
NDR,0.99,710230603>0.2,0.9008333333333334
CAMK2,-0.97,710230603>0.2,-0.47333333333333333
VRK1,0.96,710230603>0.2,0.08333333333333337
COT,-0.94,710230603>0.2,-0.5508333333333333
MST,-0.9,710230603>0.2,-1.1841666666666666
MLCK,-0.9,710230603>0.2,-0.15666666666666665
PASK,-0.84,710230603>0.2,0.3958333333333333
CLK,-0.83,710230603>0.2,-0.7975
CAMKK,-0.82,710230603>0.2,-0.795
NIK,-0.82,710230603>0.2,-0.8108333333333333
SLK,-0.82,710230603>0.2,-0.7958333333333334
BUD32,-0.81,710230603>0.2,-0.7908333333333334
BRSK,-0.8,710230603>0.2,-0.7916666666666666
MELK,0.8,710230603>0.2,0.3358333333333334
ULK,-0.79,710230603>0.2,-0.7933333333333333
RIPK,0.74,710230603>0.2,1.0216666666666667
PHK,0.56,710230603>0.2,1.01
PEK,-0.54,710230603>0.2,-1.0283333333333333
ATR,0.52,710230603>0.2,-0.15333333333333332
CHK1,0.52,710230603>0.2,0.05916666666666669
FRAY,-0.47,710230603>0.2,-0.3425
MSN,0.42,710230603>0.2,0.1725
AUR,0.41,710230603>0.2,0.8883333333333333
QIK,-0.37,710230603>0.2,-0.6466666666666666
IKK,-0.36,710230603>0.2,-0.8675
PKCH,0.34,710230603>0.2,0.8608333333333333
HAL,0.32,710230603>0.2,0.22416666666666665
CAMK1,0.31,710230603>0.2,0.62
NEK,-0.21,710230603>0.2,-0.4308333333333333
DAPK,-0.19,710230603>0.2,0.3441666666666667
STKR,0.18,710230603>0.2,-0.5416666666666667
PDHK,0.12,710230603>0.2,0.49
PKCD,-0.11,710230603>0.2,1.045
CK1,-0.09,710230603>0.2,-0.785
MLK,-0.08,710230603>0.2,-0.03166666666666666
AMPK,3.23,710230603>0.3,2.0633333333333335
AKT,3.2,710230603>0.3,1.5025
MARK,2.82,710230603>0.3,1.4791666666666667
DYRK,-2.77,710230603>0.3,-3.3225
STE7,-2.5,710230603>0.3,-2.0541666666666667
PLK,-2.38,710230603>0.3,-1.9749999999999999
DMPK,2.34,710230603>0.3,2.56
LKB,-2.32,710230603>0.3,-1.585
GSK,-2.27,710230603>0.3,-1.5658333333333334
ERK,-2.26,710230603>0.3,-3.0258333333333334
RAF,2.26,710230603>0.3,-0.015833333333333366
NMO,-2.26,710230603>0.3,-2.720833333333333
PKN,2.13,710230603>0.3,1.355
PAKB,2.06,710230603>0.3,0.7183333333333334
RSK,2.06,710230603>0.3,2.1691666666666665
RAD53,2.06,710230603>0.3,2.4116666666666666
JNK,-1.83,710230603>0.3,-2.9683333333333333
P38,-1.82,710230603>0.3,-2.2133333333333334
PDK1,-1.82,710230603>0.3,-2.17
CDK,-1.81,710230603>0.3,-1.4483333333333335
GRK,-1.76,710230603>0.3,-0.31166666666666665
PAKA,1.75,710230603>0.3,2.4983333333333335
WNK,1.53,710230603>0.3,0.25999999999999995
MLCK,-1.53,710230603>0.3,-0.15666666666666665
KHS,1.49,710230603>0.3,0.5591666666666667
TAO,1.48,710230603>0.3,0.6391666666666667
MOS,1.48,710230603>0.3,0.7474999999999999
NDR,1.44,710230603>0.3,0.9008333333333334
STE11,-1.44,710230603>0.3,-1.6941666666666666
SGK,1.4,710230603>0.3,1.0708333333333333
IRAK,-1.39,710230603>0.3,-1.19
IKK,-1.35,710230603>0.3,-0.8675
ATM,-1.34,710230603>0.3,-1.1683333333333334
ATR,1.32,710230603>0.3,-0.15333333333333332
CHK1,1.26,710230603>0.3,0.05916666666666669
PIM,1.24,710230603>0.3,2.0225
CAMK2,-1.2,710230603>0.3,-0.47333333333333333
BARK2,-1.15,710230603>0.3,-0.09416666666666662
PKCI,1.13,710230603>0.3,1.675
CK2,-1.1,710230603>0.3,-1.1241666666666668
AUR,1.09,710230603>0.3,0.8883333333333333
PKCA,1.08,710230603>0.3,1.8033333333333332
PEK,-1.05,710230603>0.3,-1.0283333333333333
PKA,1,710230603>0.3,2.8016666666666667
TLK,-0.98,710230603>0.3,-1.1275
TTK,-0.97,710230603>0.3,-1.1308333333333334
STKR,-0.96,710230603>0.3,-0.5416666666666667
NAK,-0.95,710230603>0.3,-1.13
QIK,-0.95,710230603>0.3,-0.6466666666666666
NUAK,-0.92,710230603>0.3,-1.1283333333333334
PKG,0.86,710230603>0.3,2.416666666666667
MSN,0.83,710230603>0.3,0.1725
MST,-0.83,710230603>0.3,-1.1841666666666666
MTOR,-0.78,710230603>0.3,-1.3183333333333334
MAPKAPK,0.78,710230603>0.3,1.7841666666666667
PKD,0.73,710230603>0.3,1.41
PDHK,-0.7,710230603>0.3,0.49
ULK,-0.69,710230603>0.3,-0.7933333333333333
PASK,-0.69,710230603>0.3,0.3958333333333333
NIK,-0.68,710230603>0.3,-0.8108333333333333
BUD32,-0.67,710230603>0.3,-0.7908333333333334
CLK,-0.66,710230603>0.3,-0.7975
CAMKK,-0.66,710230603>0.3,-0.795
SLK,-0.65,710230603>0.3,-0.7958333333333334
BRSK,-0.65,710230603>0.3,-0.7916666666666666
PKCD,-0.6,710230603>0.3,1.045
CK1,-0.59,710230603>0.3,-0.785
HAL,0.57,710230603>0.3,0.22416666666666665
COT,-0.55,710230603>0.3,-0.5508333333333333
VRK1,-0.55,710230603>0.3,0.08333333333333337
PHK,0.53,710230603>0.3,1.01
PRKDC,-0.42,710230603>0.3,-0.8866666666666667
DAPK,0.33,710230603>0.3,0.3441666666666667
MLK,-0.27,710230603>0.3,-0.03166666666666666
