Kinase,Z,method,AvgZ
QIK,0.25,710230602>0.15,-0.34249999999999997
CHK1,-0.24,710230602>0.15,-0.1416666666666667
IKK,0.05,710230602>0.15,0.03833333333333333
MSN,0.03,710230602>0.15,0.2791666666666667
GRK,0.02,710230602>0.15,-8.333333333333434e-4
HAL,-0.01,710230602>0.15,0.12916666666666668
DYRK,-6.02,710230602>0.2,-2.8074999999999997
PKA,5.41,710230602>0.2,2.9091666666666667
ERK,-4.76,710230602>0.2,-2.5425
RSK,4.55,710230602>0.2,1.8425
JNK,-4.34,710230602>0.2,-2.2266666666666666
PKG,4.22,710230602>0.2,2.3358333333333334
AKT,4.21,710230602>0.2,2.39
PAKA,4.2,710230602>0.2,2.5324999999999998
P38,-3.71,710230602>0.2,-2.1175
PDK1,-3.53,710230602>0.2,-1.22
PKCA,3.31,710230602>0.2,0.9958333333333333
DMPK,3.25,710230602>0.2,1.7666666666666666
PKCI,3.24,710230602>0.2,1.3833333333333333
AMPK,3.21,710230602>0.2,1.4691666666666667
NMO,-3.12,710230602>0.2,-2.3925
PLK,-2.98,710230602>0.2,-1.7925
SGK,2.87,710230602>0.2,1.2616666666666667
STE7,-2.64,710230602>0.2,-1.8108333333333333
RAD53,2.57,710230602>0.2,1.5474999999999999
RIPK,2.5,710230602>0.2,1.0091666666666668
PHK,2.37,710230602>0.2,1.1866666666666668
CAMK1,2.24,710230602>0.2,0.6633333333333333
MST,-2.2,710230602>0.2,-1.2241666666666666
PKD,2.19,710230602>0.2,1.0025
CDK,-2.15,710230602>0.2,-1.1491666666666667
MARK,2,710230602>0.2,1.2666666666666666
MAPKAPK,2,710230602>0.2,1.0416666666666665
GSK,-1.98,710230602>0.2,-0.9708333333333333
LKB,-1.76,710230602>0.2,-1.3016666666666667
PDHK,1.7,710230602>0.2,0.8558333333333334
NDR,1.64,710230602>0.2,0.3808333333333333
STE11,-1.63,710230602>0.2,-1.4816666666666667
PIM,1.63,710230602>0.2,0.9533333333333334
PAKB,1.59,710230602>0.2,0.7816666666666666
PKN,1.57,710230602>0.2,0.9816666666666667
MTOR,-1.38,710230602>0.2,-0.8683333333333333
PRKDC,-1.35,710230602>0.2,-1.4641666666666666
TLK,-1.29,710230602>0.2,-1.0016666666666667
NAK,-1.27,710230602>0.2,-0.9875
TTK,-1.25,710230602>0.2,-0.9775
NUAK,-1.22,710230602>0.2,-0.9691666666666667
IRAK,-1.18,710230602>0.2,-0.43083333333333335
RAF,-1.17,710230602>0.2,-0.8366666666666667
KHS,1.14,710230602>0.2,1.4283333333333332
TAO,1.13,710230602>0.2,0.9158333333333334
MOS,1.13,710230602>0.2,0.4999999999999999
PASK,1.1,710230602>0.2,0.6900000000000001
VRK1,-1.08,710230602>0.2,-0.7066666666666667
ATR,-1,710230602>0.2,-0.8775
QIK,0.96,710230602>0.2,-0.34249999999999997
FRAY,-0.89,710230602>0.2,-0.30000000000000004
NIK,-0.88,710230602>0.2,-0.6958333333333333
BUD32,-0.88,710230602>0.2,-0.6941666666666667
WNK,-0.88,710230602>0.2,-0.305
CLK,-0.88,710230602>0.2,-0.7016666666666667
SLK,-0.87,710230602>0.2,-0.6958333333333333
BRSK,-0.87,710230602>0.2,-0.6908333333333333
ULK,-0.86,710230602>0.2,-0.6891666666666667
IKK,0.85,710230602>0.2,0.03833333333333333
CAMKK,-0.84,710230602>0.2,-0.6816666666666666
CK1,-0.77,710230602>0.2,-0.6608333333333334
CAMK2,0.76,710230602>0.2,-0.05833333333333332
PKCD,0.75,710230602>0.2,0.09500000000000008
ATM,-0.74,710230602>0.2,-0.9666666666666667
MELK,0.74,710230602>0.2,0.8191666666666667
AUR,0.72,710230602>0.2,-0.06999999999999997
MLCK,0.71,710230602>0.2,0.62
DAPK,0.64,710230602>0.2,0.23666666666666666
NEK,-0.57,710230602>0.2,-0.41583333333333333
PEK,0.49,710230602>0.2,-0.24000000000000002
PKCH,0.47,710230602>0.2,0.66
GRK,0.42,710230602>0.2,-8.333333333333434e-4
BARK2,-0.4,710230602>0.2,0.6325
CK2,-0.39,710230602>0.2,-0.7050000000000001
MSN,0.31,710230602>0.2,0.2791666666666667
HAL,0.22,710230602>0.2,0.12916666666666668
COT,-0.2,710230602>0.2,-0.5700000000000001
CHK1,0.16,710230602>0.2,-0.1416666666666667
STKR,-0.05,710230602>0.2,-0.24916666666666665
MLK,0.04,710230602>0.2,-0.36083333333333334
DYRK,-5.77,710230602>0.3,-2.8074999999999997
PKA,5.5,710230602>0.3,2.9091666666666667
PKG,4.82,710230602>0.3,2.3358333333333334
AKT,4.81,710230602>0.3,2.39
RSK,4.65,710230602>0.3,1.8425
PAKA,4.51,710230602>0.3,2.5324999999999998
ERK,-4.51,710230602>0.3,-2.5425
JNK,-3.92,710230602>0.3,-2.2266666666666666
P38,-3.72,710230602>0.3,-2.1175
DMPK,3.45,710230602>0.3,1.7666666666666666
PDK1,-3.31,710230602>0.3,-1.22
PKCI,3.06,710230602>0.3,1.3833333333333333
PLK,-3.04,710230602>0.3,-1.7925
AMPK,3,710230602>0.3,1.4691666666666667
RAD53,2.91,710230602>0.3,1.5474999999999999
PKCA,2.89,710230602>0.3,0.9958333333333333
NMO,-2.72,710230602>0.3,-2.3925
PHK,2.7,710230602>0.3,1.1866666666666668
PKD,2.64,710230602>0.3,1.0025
RIPK,2.47,710230602>0.3,1.0091666666666668
SGK,2.19,710230602>0.3,1.2616666666666667
MST,-2.15,710230602>0.3,-1.2241666666666666
LKB,-2.08,710230602>0.3,-1.3016666666666667
GSK,-2.08,710230602>0.3,-0.9708333333333333
PDHK,2,710230602>0.3,0.8558333333333334
CDK,-1.89,710230602>0.3,-1.1491666666666667
PIM,1.82,710230602>0.3,0.9533333333333334
VRK1,-1.79,710230602>0.3,-0.7066666666666667
PAKB,1.78,710230602>0.3,0.7816666666666666
PKN,1.78,710230602>0.3,0.9816666666666667
CAMK1,1.77,710230602>0.3,0.6633333333333333
STE7,-1.74,710230602>0.3,-1.8108333333333333
ATM,-1.59,710230602>0.3,-0.9666666666666667
IKK,1.51,710230602>0.3,0.03833333333333333
MARK,1.44,710230602>0.3,1.2666666666666666
MAPKAPK,1.33,710230602>0.3,1.0416666666666665
KHS,1.26,710230602>0.3,1.4283333333333332
TAO,1.26,710230602>0.3,0.9158333333333334
PASK,1.24,710230602>0.3,0.6900000000000001
STE11,-1.23,710230602>0.3,-1.4816666666666667
MOS,1.22,710230602>0.3,0.4999999999999999
PKCH,-1.17,710230602>0.3,0.66
NUAK,-1.17,710230602>0.3,-0.9691666666666667
NAK,-1.16,710230602>0.3,-0.9875
TLK,-1.12,710230602>0.3,-1.0016666666666667
RAF,-1.1,710230602>0.3,-0.8366666666666667
TTK,-1.09,710230602>0.3,-0.9775
PRKDC,-1.02,710230602>0.3,-1.4641666666666666
NDR,0.98,710230602>0.3,0.3808333333333333
MELK,0.92,710230602>0.3,0.8191666666666667
COT,-0.91,710230602>0.3,-0.5700000000000001
IRAK,-0.87,710230602>0.3,-0.43083333333333335
FRAY,-0.86,710230602>0.3,-0.30000000000000004
SLK,-0.83,710230602>0.3,-0.6958333333333333
PEK,0.81,710230602>0.3,-0.24000000000000002
NIK,-0.81,710230602>0.3,-0.6958333333333333
WNK,-0.8,710230602>0.3,-0.305
ULK,-0.8,710230602>0.3,-0.6891666666666667
QIK,0.8,710230602>0.3,-0.34249999999999997
BRSK,-0.79,710230602>0.3,-0.6908333333333333
BUD32,-0.78,710230602>0.3,-0.6941666666666667
MTOR,-0.78,710230602>0.3,-0.8683333333333333
CLK,-0.78,710230602>0.3,-0.7016666666666667
CAMKK,-0.77,710230602>0.3,-0.6816666666666666
DAPK,0.76,710230602>0.3,0.23666666666666666
CK1,-0.74,710230602>0.3,-0.6608333333333334
ATR,-0.65,710230602>0.3,-0.8775
STKR,-0.64,710230602>0.3,-0.24916666666666665
CHK1,0.55,710230602>0.3,-0.1416666666666667
MSN,0.5,710230602>0.3,0.2791666666666667
MLK,-0.5,710230602>0.3,-0.36083333333333334
AUR,0.49,710230602>0.3,-0.06999999999999997
HAL,0.3,710230602>0.3,0.12916666666666668
BARK2,-0.2,710230602>0.3,0.6325
CAMK2,0.2,710230602>0.3,-0.05833333333333332
GRK,0.16,710230602>0.3,-8.333333333333434e-4
NEK,-0.11,710230602>0.3,-0.41583333333333333
MLCK,0.09,710230602>0.3,0.62
CK2,-0.08,710230602>0.3,-0.7050000000000001
PKCD,-0.07,710230602>0.3,0.09500000000000008
PKA,5.38,710230602>0.4,2.9091666666666667
PKG,4.97,710230602>0.4,2.3358333333333334
DYRK,-4.61,710230602>0.4,-2.8074999999999997
RSK,3.91,710230602>0.4,1.8425
ERK,-3.78,710230602>0.4,-2.5425
PAKA,3.52,710230602>0.4,2.5324999999999998
JNK,-3,710230602>0.4,-2.2266666666666666
P38,-2.96,710230602>0.4,-2.1175
AKT,2.79,710230602>0.4,2.39
AMPK,2.75,710230602>0.4,1.4691666666666667
PKCI,2.48,710230602>0.4,1.3833333333333333
RAD53,2.48,710230602>0.4,1.5474999999999999
DMPK,2.34,710230602>0.4,1.7666666666666666
MST,-2.27,710230602>0.4,-1.2241666666666666
NMO,-2.26,710230602>0.4,-2.3925
RIPK,2.23,710230602>0.4,1.0091666666666668
PDK1,-2.18,710230602>0.4,-1.22
PKCA,2.09,710230602>0.4,0.9958333333333333
PLK,-1.99,710230602>0.4,-1.7925
MARK,1.92,710230602>0.4,1.2666666666666666
PDHK,1.87,710230602>0.4,0.8558333333333334
CAMK1,1.85,710230602>0.4,0.6633333333333333
CDK,-1.81,710230602>0.4,-1.1491666666666667
STE7,-1.74,710230602>0.4,-1.8108333333333333
PKCH,-1.71,710230602>0.4,0.66
PHK,1.7,710230602>0.4,1.1866666666666668
LKB,-1.63,710230602>0.4,-1.3016666666666667
PIM,1.6,710230602>0.4,0.9533333333333334
PKD,1.53,710230602>0.4,1.0025
COT,-1.53,710230602>0.4,-0.5700000000000001
VRK1,-1.52,710230602>0.4,-0.7066666666666667
KHS,1.49,710230602>0.4,1.4283333333333332
TAO,1.48,710230602>0.4,0.9158333333333334
MOS,1.48,710230602>0.4,0.4999999999999999
PASK,1.46,710230602>0.4,0.6900000000000001
STE11,-1.44,710230602>0.4,-1.4816666666666667
SGK,1.4,710230602>0.4,1.2616666666666667
ATM,-1.34,710230602>0.4,-0.9666666666666667
IKK,1.28,710230602>0.4,0.03833333333333333
CHK1,1.26,710230602>0.4,-0.1416666666666667
GSK,-1.24,710230602>0.4,-0.9708333333333333
MAPKAPK,1.16,710230602>0.4,1.0416666666666665
TLK,-0.98,710230602>0.4,-1.0016666666666667
TTK,-0.97,710230602>0.4,-0.9775
NAK,-0.95,710230602>0.4,-0.9875
NUAK,-0.92,710230602>0.4,-0.9691666666666667
GRK,0.86,710230602>0.4,-8.333333333333434e-4
MSN,0.83,710230602>0.4,0.2791666666666667
DAPK,0.82,710230602>0.4,0.23666666666666666
ULK,-0.69,710230602>0.4,-0.6891666666666667
NIK,-0.68,710230602>0.4,-0.6958333333333333
BUD32,-0.67,710230602>0.4,-0.6941666666666667
CLK,-0.66,710230602>0.4,-0.7016666666666667
CAMKK,-0.66,710230602>0.4,-0.6816666666666666
RAF,-0.65,710230602>0.4,-0.8366666666666667
WNK,-0.65,710230602>0.4,-0.305
SLK,-0.65,710230602>0.4,-0.6958333333333333
BRSK,-0.65,710230602>0.4,-0.6908333333333333
FRAY,-0.63,710230602>0.4,-0.30000000000000004
PKN,0.6,710230602>0.4,0.9816666666666667
HAL,0.57,710230602>0.4,0.12916666666666668
PAKB,0.54,710230602>0.4,0.7816666666666666
CAMK2,0.48,710230602>0.4,-0.05833333333333332
NDR,0.47,710230602>0.4,0.3808333333333333
MLCK,0.46,710230602>0.4,0.62
PRKDC,-0.42,710230602>0.4,-1.4641666666666666
CK2,-0.31,710230602>0.4,-0.7050000000000001
MTOR,-0.3,710230602>0.4,-0.8683333333333333
NEK,0.28,710230602>0.4,-0.41583333333333333
MLK,-0.27,710230602>0.4,-0.36083333333333334
AUR,-0.25,710230602>0.4,-0.06999999999999997
MELK,0.23,710230602>0.4,0.8191666666666667
CK1,-0.19,710230602>0.4,-0.6608333333333334
PEK,0.16,710230602>0.4,-0.24000000000000002
IRAK,-0.15,710230602>0.4,-0.43083333333333335
QIK,0.14,710230602>0.4,-0.34249999999999997
BARK2,0.14,710230602>0.4,0.6325
STKR,-0.12,710230602>0.4,-0.24916666666666665
ATR,0.06,710230602>0.4,-0.8775
PKCD,0.02,710230602>0.4,0.09500000000000008
MARK,3.11,710230603>0.15,1.2666666666666666
STE7,-2.52,710230603>0.15,-1.8108333333333333
PRKDC,-2.28,710230603>0.15,-1.4641666666666666
PAKB,2.23,710230603>0.15,0.7816666666666666
NMO,-2.17,710230603>0.15,-2.3925
AKT,1.95,710230603>0.15,2.39
CK2,-1.84,710230603>0.15,-0.7050000000000001
CDK,-1.79,710230603>0.15,-1.1491666666666667
SGK,1.68,710230603>0.15,1.2616666666666667
PKCD,-1.68,710230603>0.15,0.09500000000000008
PLK,-1.64,710230603>0.15,-1.7925
WNK,1.62,710230603>0.15,-0.305
TAO,1.56,710230603>0.15,0.9158333333333334
KHS,1.55,710230603>0.15,1.4283333333333332
QIK,-1.55,710230603>0.15,-0.34249999999999997
MOS,1.51,710230603>0.15,0.4999999999999999
AUR,-1.5,710230603>0.15,-0.06999999999999997
PKCH,1.48,710230603>0.15,0.66
LKB,-1.46,710230603>0.15,-1.3016666666666667
PEK,-1.42,710230603>0.15,-0.24000000000000002
DYRK,-1.29,710230603>0.15,-2.8074999999999997
IKK,-1.28,710230603>0.15,0.03833333333333333
STE11,-1.28,710230603>0.15,-1.4816666666666667
ATM,-1.27,710230603>0.15,-0.9666666666666667
AMPK,1.1,710230603>0.15,1.4691666666666667
ATR,-1.09,710230603>0.15,-0.8775
CAMK2,-1.04,710230603>0.15,-0.05833333333333332
GRK,-0.93,710230603>0.15,-8.333333333333434e-4
NAK,-0.91,710230603>0.15,-0.9875
TTK,-0.88,710230603>0.15,-0.9775
TLK,-0.88,710230603>0.15,-1.0016666666666667
NUAK,-0.87,710230603>0.15,-0.9691666666666667
MAPKAPK,0.82,710230603>0.15,1.0416666666666665
PKCI,-0.81,710230603>0.15,1.3833333333333333
PIM,-0.79,710230603>0.15,0.9533333333333334
PKA,0.73,710230603>0.15,2.9091666666666667
DMPK,0.72,710230603>0.15,1.7666666666666666
RIPK,-0.69,710230603>0.15,1.0091666666666668
P38,-0.69,710230603>0.15,-2.1175
HAL,0.69,710230603>0.15,0.12916666666666668
CK1,-0.68,710230603>0.15,-0.6608333333333334
PAKA,0.68,710230603>0.15,2.5324999999999998
PKN,0.67,710230603>0.15,0.9816666666666667
ERK,-0.65,710230603>0.15,-2.5425
BRSK,-0.64,710230603>0.15,-0.6908333333333333
NIK,-0.64,710230603>0.15,-0.6958333333333333
SLK,-0.63,710230603>0.15,-0.6958333333333333
ULK,-0.63,710230603>0.15,-0.6891666666666667
CLK,-0.63,710230603>0.15,-0.7016666666666667
IRAK,0.63,710230603>0.15,-0.43083333333333335
PASK,-0.62,710230603>0.15,0.6900000000000001
CAMKK,-0.62,710230603>0.15,-0.6816666666666666
JNK,-0.61,710230603>0.15,-2.2266666666666666
BUD32,-0.61,710230603>0.15,-0.6941666666666667
MLCK,0.6,710230603>0.15,0.62
CAMK1,0.58,710230603>0.15,0.6633333333333333
MST,-0.57,710230603>0.15,-1.2241666666666666
MTOR,-0.55,710230603>0.15,-0.8683333333333333
GSK,-0.52,710230603>0.15,-0.9708333333333333
PKD,-0.49,710230603>0.15,1.0025
COT,-0.47,710230603>0.15,-0.5700000000000001
PDK1,0.45,710230603>0.15,-1.22
NDR,-0.43,710230603>0.15,0.3808333333333333
VRK1,-0.43,710230603>0.15,-0.7066666666666667
PKCA,0.41,710230603>0.15,0.9958333333333333
DAPK,-0.4,710230603>0.15,0.23666666666666666
PHK,0.25,710230603>0.15,1.1866666666666668
PKG,-0.22,710230603>0.15,2.3358333333333334
PDHK,-0.22,710230603>0.15,0.8558333333333334
RSK,0.22,710230603>0.15,1.8425
BARK2,0.19,710230603>0.15,0.6325
CHK1,0.19,710230603>0.15,-0.1416666666666667
FRAY,0.17,710230603>0.15,-0.30000000000000004
MSN,-0.17,710230603>0.15,0.2791666666666667
RAD53,-0.15,710230603>0.15,1.5474999999999999
RAF,0.12,710230603>0.15,-0.8366666666666667
MLK,-0.04,710230603>0.15,-0.36083333333333334
MELK,0.01,710230603>0.15,0.8191666666666667
STKR,0.01,710230603>0.15,-0.24916666666666665
NEK,0.01,710230603>0.15,-0.41583333333333333
PAKB,2.8,710230603>0.2,0.7816666666666666
PKCH,2.43,710230603>0.2,0.66
KHS,2.09,710230603>0.2,1.4283333333333332
TAO,2,710230603>0.2,0.9158333333333334
PDK1,1.95,710230603>0.2,-1.22
MARK,1.95,710230603>0.2,1.2666666666666666
WNK,1.92,710230603>0.2,-0.305
PKCD,-1.83,710230603>0.2,0.09500000000000008
STE7,-1.79,710230603>0.2,-1.8108333333333333
PRKDC,-1.79,710230603>0.2,-1.4641666666666666
PAKA,1.75,710230603>0.2,2.5324999999999998
NMO,-1.72,710230603>0.2,-2.3925
AUR,-1.71,710230603>0.2,-0.06999999999999997
QIK,-1.7,710230603>0.2,-0.34249999999999997
STE11,-1.62,710230603>0.2,-1.4816666666666667
SGK,1.58,710230603>0.2,1.2616666666666667
IKK,-1.52,710230603>0.2,0.03833333333333333
AKT,1.44,710230603>0.2,2.39
CK2,-1.44,710230603>0.2,-0.7050000000000001
MELK,1.3,710230603>0.2,0.8191666666666667
RIPK,-1.27,710230603>0.2,1.0091666666666668
MLCK,1.17,710230603>0.2,0.62
PKN,1.08,710230603>0.2,0.9816666666666667
ATM,-1.01,710230603>0.2,-0.9666666666666667
PKCI,-0.97,710230603>0.2,1.3833333333333333
CAMK2,-0.91,710230603>0.2,-0.05833333333333332
LKB,-0.9,710230603>0.2,-1.3016666666666667
CDK,-0.83,710230603>0.2,-1.1491666666666667
TLK,-0.71,710230603>0.2,-1.0016666666666667
NUAK,-0.71,710230603>0.2,-0.9691666666666667
HAL,-0.7,710230603>0.2,0.12916666666666668
NAK,-0.7,710230603>0.2,-0.9875
PDHK,0.69,710230603>0.2,0.8558333333333334
TTK,-0.69,710230603>0.2,-0.9775
DAPK,0.67,710230603>0.2,0.23666666666666666
AMPK,0.66,710230603>0.2,1.4691666666666667
PKG,-0.65,710230603>0.2,2.3358333333333334
PKCA,-0.65,710230603>0.2,0.9958333333333333
JNK,0.65,710230603>0.2,-2.2266666666666666
FRAY,0.64,710230603>0.2,-0.30000000000000004
BARK2,0.59,710230603>0.2,0.6325
STKR,0.58,710230603>0.2,-0.24916666666666665
MST,0.58,710230603>0.2,-1.2241666666666666
ERK,0.57,710230603>0.2,-2.5425
DYRK,0.56,710230603>0.2,-2.8074999999999997
PEK,-0.55,710230603>0.2,-0.24000000000000002
MTOR,-0.53,710230603>0.2,-0.8683333333333333
PHK,-0.53,710230603>0.2,1.1866666666666668
CAMK1,0.52,710230603>0.2,0.6633333333333333
NEK,0.51,710230603>0.2,-0.41583333333333333
CAMKK,-0.51,710230603>0.2,-0.6816666666666666
ULK,-0.51,710230603>0.2,-0.6891666666666667
CLK,-0.5,710230603>0.2,-0.7016666666666667
SLK,-0.5,710230603>0.2,-0.6958333333333333
BRSK,-0.5,710230603>0.2,-0.6908333333333333
MOS,-0.5,710230603>0.2,0.4999999999999999
NIK,-0.49,710230603>0.2,-0.6958333333333333
BUD32,-0.49,710230603>0.2,-0.6941666666666667
PASK,-0.48,710230603>0.2,0.6900000000000001
RAF,-0.46,710230603>0.2,-0.8366666666666667
ATR,-0.4,710230603>0.2,-0.8775
PKA,-0.39,710230603>0.2,2.9091666666666667
MLK,-0.32,710230603>0.2,-0.36083333333333334
CHK1,0.3,710230603>0.2,-0.1416666666666667
GRK,-0.28,710230603>0.2,-8.333333333333434e-4
DMPK,0.28,710230603>0.2,1.7666666666666666
RAD53,0.26,710230603>0.2,1.5474999999999999
MSN,0.26,710230603>0.2,0.2791666666666667
PKD,-0.25,710230603>0.2,1.0025
RSK,-0.18,710230603>0.2,1.8425
IRAK,0.18,710230603>0.2,-0.43083333333333335
MAPKAPK,0.15,710230603>0.2,1.0416666666666665
P38,-0.14,710230603>0.2,-2.1175
CK1,-0.12,710230603>0.2,-0.6608333333333334
GSK,-0.06,710230603>0.2,-0.9708333333333333
PLK,-0.05,710230603>0.2,-1.7925
PIM,-0.05,710230603>0.2,0.9533333333333334
VRK1,0.03,710230603>0.2,-0.7066666666666667
COT,0.02,710230603>0.2,-0.5700000000000001
NDR,0.01,710230603>0.2,0.3808333333333333
PDK1,2.87,710230603>0.3,-1.22
TAO,2.79,710230603>0.3,0.9158333333333334
KHS,2.77,710230603>0.3,1.4283333333333332
MELK,2.35,710230603>0.3,0.8191666666666667
MLCK,1.9,710230603>0.3,0.62
PKCH,1.68,710230603>0.3,0.66
PAKB,1.66,710230603>0.3,0.7816666666666666
RIPK,-1.51,710230603>0.3,1.0091666666666668
PKCD,-1.38,710230603>0.3,0.09500000000000008
ATR,-1.38,710230603>0.3,-0.8775
PDHK,1.36,710230603>0.3,0.8558333333333334
PRKDC,-1.32,710230603>0.3,-1.4641666666666666
NMO,-1.3,710230603>0.3,-2.3925
AUR,-1.27,710230603>0.3,-0.06999999999999997
AKT,1.25,710230603>0.3,2.39
JNK,1.23,710230603>0.3,-2.2266666666666666
PKCA,-1.21,710230603>0.3,0.9958333333333333
SGK,1.2,710230603>0.3,1.2616666666666667
STE11,-1.18,710230603>0.3,-1.4816666666666667
BARK2,1.14,710230603>0.3,0.6325
FRAY,1.13,710230603>0.3,-0.30000000000000004
STE7,-1.12,710230603>0.3,-1.8108333333333333
CK2,-1.08,710230603>0.3,-0.7050000000000001
GSK,1.04,710230603>0.3,-0.9708333333333333
RSK,-1.04,710230603>0.3,1.8425
COT,-0.84,710230603>0.3,-0.5700000000000001
PLK,-0.84,710230603>0.3,-1.7925
NDR,-0.83,710230603>0.3,0.3808333333333333
DYRK,0.82,710230603>0.3,-2.8074999999999997
QIK,-0.8,710230603>0.3,-0.34249999999999997
MSN,0.8,710230603>0.3,0.2791666666666667
ATM,-0.75,710230603>0.3,-0.9666666666666667
MTOR,0.68,710230603>0.3,-0.8683333333333333
MST,0.67,710230603>0.3,-1.2241666666666666
PKD,-0.65,710230603>0.3,1.0025
RAF,-0.65,710230603>0.3,-0.8366666666666667
PKA,-0.64,710230603>0.3,2.9091666666666667
RAD53,-0.59,710230603>0.3,1.5474999999999999
CK1,0.58,710230603>0.3,-0.6608333333333334
VRK1,0.56,710230603>0.3,-0.7066666666666667
TTK,-0.55,710230603>0.3,-0.9775
TLK,-0.53,710230603>0.3,-1.0016666666666667
PKN,-0.53,710230603>0.3,0.9816666666666667
NUAK,-0.53,710230603>0.3,-0.9691666666666667
NAK,-0.53,710230603>0.3,-0.9875
HAL,-0.51,710230603>0.3,0.12916666666666668
IKK,-0.5,710230603>0.3,0.03833333333333333
ERK,0.49,710230603>0.3,-2.5425
PEK,-0.41,710230603>0.3,-0.24000000000000002
CHK1,0.41,710230603>0.3,-0.1416666666666667
PKG,-0.41,710230603>0.3,2.3358333333333334
PHK,-0.41,710230603>0.3,1.1866666666666668
SLK,-0.39,710230603>0.3,-0.6958333333333333
BUD32,-0.39,710230603>0.3,-0.6941666666666667
PASK,-0.39,710230603>0.3,0.6900000000000001
BRSK,-0.38,710230603>0.3,-0.6908333333333333
CLK,-0.38,710230603>0.3,-0.7016666666666667
GRK,-0.37,710230603>0.3,-8.333333333333434e-4
CAMK1,-0.37,710230603>0.3,0.6633333333333333
MOS,-0.37,710230603>0.3,0.4999999999999999
MARK,0.36,710230603>0.3,1.2666666666666666
CAMKK,-0.36,710230603>0.3,-0.6816666666666666
NIK,-0.36,710230603>0.3,-0.6958333333333333
